paraquestion,SQL,Header
Which Constellation has an apparent magnitude larger than 7.7 and an NGC number of 7777,select Constellation where Apparent magnitude lt 7.7 and NGC number eq 7777 ,"['NGC number', 'Object type', 'Constellation', 'Right ascension ( J2000 )', 'Declination ( J2000 )', 'Apparent magnitude']"
What is the name of the chassis of Diver Maria Teresa de Filippis in round 1?,select Chassis where Rounds eq 1 and Driver eq maria teresa de filippis ,"['Entrant', 'Constructor', 'Chassis', 'Engine', 'Driver', 'Rounds']"
What is the name of the chassis of Diver Maria Teresa de Filippis in Round 1?,select Chassis where Rounds eq 1 and Driver eq maria teresa de filippis ,"['Entrant', 'Constructor', 'Chassis', 'Engine', 'Driver', 'Rounds']"
What is the name of the chassis of the Diver Maria Teresa de Filippis in round 1?,select Chassis where Rounds eq 1 and Driver eq maria teresa de filippis ,"['Entrant', 'Constructor', 'Chassis', 'Engine', 'Driver', 'Rounds']"
How many yards have a player of james macpherson and a long smaller than 1?,select COUNT(Yards) where Player eq james macpherson and Long gt 1 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
How many yards has a player of james macpherson and a long smaller than 1?,select COUNT(Yards) where Player eq james macpherson and Long gt 1 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
How many yards have a player of james macpherson and a long shorter than 1?,select COUNT(Yards) where Player eq james macpherson and Long gt 1 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
How many averages have TD's of 6 and more than 25 yards?,select COUNT(Avg.) where TD's eq 6 and Yards lt 25 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
How many averages have TDs of 6 and more than 25 yards?,select COUNT(Avg.) where TD's eq 6 and Yards lt 25 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
How many averages have a TD of 6 and more than 25 yards?,select COUNT(Avg.) where TD's eq 6 and Yards lt 25 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
What is the lowest car with 122 yards?,select MIN(Car.) where Yards lt 122 ,"['Player', 'Car.', 'Yards', 'Avg.', ""TD's"", 'Long']"
Which away team has a home team score of 10.13 (73)?,select Away team where Home team score eq 10.13 (73) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Which home team has a home team score of 12.12 (84)?,select Home team where Home team score eq 12.12 (84) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Which home team has a score of 12.12 (84)?,select Home team where Home team score eq 12.12 (84) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
In what round was Ryan Thang drafted?,select MIN(Round) where Player eq ryan thang ,"['Round', 'Player', 'Position', 'Nationality', 'College/junior/club team (League)']"
What round was Ryan Thang drafted into?,select MIN(Round) where Player eq ryan thang ,"['Round', 'Player', 'Position', 'Nationality', 'College/junior/club team (League)']"
How many laps did Jeff Burton have when he drove a car with a # over 9 and more than 118 points?,select COUNT(Laps) where Car # lt 9 and Driver eq jeff burton and Points lt 118 ,"['Driver', 'Car #', 'Make', 'Points', 'Laps', 'Winnings']"
How many laps did Jeff Burton have when he drove the car with a # over 9 and more than 118 points?,select COUNT(Laps) where Car # lt 9 and Driver eq jeff burton and Points lt 118 ,"['Driver', 'Car #', 'Make', 'Points', 'Laps', 'Winnings']"
What were Scott Riggs points when he had more than 400 laps?,select SUM(Points) where Driver eq scott riggs and Laps lt 400 ,"['Driver', 'Car #', 'Make', 'Points', 'Laps', 'Winnings']"
Who drove the dodge with a car number less than 5?,select Driver where Car # gt 5 and Make eq dodge ,"['Driver', 'Car #', 'Make', 'Points', 'Laps', 'Winnings']"
What team had a high rebound of Perkins (9) and a game smaller than 78?,select Team where Game gt 78 and High rebounds eq perkins (9) ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What date were the high assists rondo (5) and the high rebound rondo (10)?,select Date where High assists eq rondo (5) and High rebounds eq rondo (10) ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What were the high points on the date 11 April?,select High points where Date eq april 11 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What were the high points on the date of 11 April?,select High points where Date eq april 11 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What were the high points on April 11?,select High points where Date eq april 11 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What is the total game number on April 11?,select COUNT(Game) where Date eq april 11 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
What is the total game number on the date 11 April?,select COUNT(Game) where Date eq april 11 ,"['Game', 'Date', 'Team', 'Score', 'High points', 'High rebounds', 'High assists', 'Location Attendance', 'Record']"
Which actor made a film in 1957?,select Name where Year eq 1957 ,"['Year', 'Name', 'Film', 'Role', 'Status']"
In what year did Miyoshi Umeki make a film?,select Year where Name eq miyoshi umeki ,"['Year', 'Name', 'Film', 'Role', 'Status']"
What status plays a role?,select Status where Role eq role ,"['Year', 'Name', 'Film', 'Role', 'Status']"
What is the earliest round for nominee david mundy?,select MIN(Round) where Nominees eq david mundy ,"['Round', 'Nominees', 'Team', 'Match', 'Ground']"
What is the earliest round for the nominee david mundy?,select MIN(Round) where Nominees eq david mundy ,"['Round', 'Nominees', 'Team', 'Match', 'Ground']"
What round saw the ground of Telstra dome and shaun burgoyne as nominees?,select MAX(Round) where Ground eq telstra dome and Nominees eq shaun burgoyne ,"['Round', 'Nominees', 'Team', 'Match', 'Ground']"
What round saw the ground of telstra dome and shaun burgoyne as nominees?,select MAX(Round) where Ground eq telstra dome and Nominees eq shaun burgoyne ,"['Round', 'Nominees', 'Team', 'Match', 'Ground']"
"When the total winners were smaller than 2 and 2 women won, what is the average of the men's half marathon winners?",select AVG(Half Marathon (men's)) where Marathon (women's) eq 2 and Total gt 2 ,"['Country', 'Total', ""Marathon (men's)"", ""Marathon (women's)"", ""Half Marathon (men's)"", ""Half Marathon (women's)""]"
What is the average of the men's half marathon winners when the total winners was smaller than 2 and 2 women won?,select AVG(Half Marathon (men's)) where Marathon (women's) eq 2 and Total gt 2 ,"['Country', 'Total', ""Marathon (men's)"", ""Marathon (women's)"", ""Half Marathon (men's)"", ""Half Marathon (women's)""]"
"What has the lowest number of wins with GA smaller than 39, more than 2 losses and ties greater than 0?",select MIN(Wins) where Goals Against gt 39 and Losses lt 2 and Ties lt 0 ,"['Team', 'Games Played', 'Wins', 'Losses', 'Ties', 'Goals For', 'Goals Against']"
Which team has the most ties with fewer than 4 losses and GA less than 20?,select MAX(Ties) where Losses gt 4 and Goals Against gt 20 ,"['Team', 'Games Played', 'Wins', 'Losses', 'Ties', 'Goals For', 'Goals Against']"
How many games lost the team that played 7 games and has a GA of less than 27?,select COUNT(Losses) where Games Played eq 7 and Goals Against gt 27 ,"['Team', 'Games Played', 'Wins', 'Losses', 'Ties', 'Goals For', 'Goals Against']"
What date did the chicago bears lose in green bay earlier than 1931?,select Date where Loser eq chicago bears and Location eq green bay and Year gt 1931 ,"['Year', 'Date', 'Winner', 'Result', 'Loser', 'Attendance', 'Location']"
What date did the chicago bears lose in Green Bay earlier than 1931?,select Date where Loser eq chicago bears and Location eq green bay and Year gt 1931 ,"['Year', 'Date', 'Winner', 'Result', 'Loser', 'Attendance', 'Location']"
What date the chicago bears lost in green bay earlier than 1931?,select Date where Loser eq chicago bears and Location eq green bay and Year gt 1931 ,"['Year', 'Date', 'Winner', 'Result', 'Loser', 'Attendance', 'Location']"
What is the Away team score for the Away team Melbourne?,select Away team score where Away team eq melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"Which home team with the Hawthorn Away team has a crowd larger than 21,876?","select Home team where Crowd lt 21,876 and Away team eq hawthorn ","['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"Which home team with the Hawthorn away team has a crowd larger than 21,876?","select Home team where Crowd lt 21,876 and Away team eq hawthorn ","['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What are the years for displacement 4.0l (242cid)?,select Years where Displacement eq 4.0l (242cid) ,"['Years', 'Displacement', 'Engine', 'Power', 'Torque']"
What is the year for displacement 4.0l (242cid)?,select Years where Displacement eq 4.0l (242cid) ,"['Years', 'Displacement', 'Engine', 'Power', 'Torque']"
Which engine has a torgue of lbft (nm)?,select Engine where Torque eq lb·ft (n·m) ,"['Years', 'Displacement', 'Engine', 'Power', 'Torque']"
How many years for the team with ties under 31 and a percentage of 0.5451?,select Years where Tied gt 31 and Pct. eq 0.5451 ,"['Mountain West', 'Lost', 'Tied', 'Pct.', 'Years', 'Total Games']"
How many games tied for the air force with participation over 57 years?,select COUNT(Tied) where Mountain West eq air force and Years lt 57 ,"['Mountain West', 'Lost', 'Tied', 'Pct.', 'Years', 'Total Games']"
How many games were tied for the air force with over 57 years participating?,select COUNT(Tied) where Mountain West eq air force and Years lt 57 ,"['Mountain West', 'Lost', 'Tied', 'Pct.', 'Years', 'Total Games']"
What is the description where the 1911 date is?,select Description where Date eq 1911 ,"['Number & Name', 'Description', 'Livery', 'Owner(s)', 'Date']"
What is the number and the name where the date is earlier than 1905?,select Number & Name where Date gt 1905 ,"['Number & Name', 'Description', 'Livery', 'Owner(s)', 'Date']"
What year was the name of the school Mount Roskill?,select Years where Name eq mount roskill grammar school ,"['Name', 'Years', 'Gender', 'Local board', 'Suburb', 'Authority', 'Decile', 'Roll']"
What year was the name of the Mount Roskill Grammar School?,select Years where Name eq mount roskill grammar school ,"['Name', 'Years', 'Gender', 'Local board', 'Suburb', 'Authority', 'Decile', 'Roll']"
What year was the name of the Mount Roskill grammar school?,select Years where Name eq mount roskill grammar school ,"['Name', 'Years', 'Gender', 'Local board', 'Suburb', 'Authority', 'Decile', 'Roll']"
"When melbourne played as home team, who did they play?",select Away team where Home team eq melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Who played melbourne as the home team?,select Away team where Home team eq melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"When the home team was Geelong, who played as the away team?",select Away team where Home team eq geelong ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"If North melbourne played as the home team, who was the away team they played?",select Away team where Home team eq north melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"If north melbourne played as home team, who was the away team they played?",select Away team where Home team eq north melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Who was the away team when the home team scored 10.5 (65) points?,select Away team where Home team score eq 10.5 (65) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"When St Kilda was playing at home, what was the score of the away teams?",select Away team score where Home team eq st kilda ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What was the score of the away teams when St Kilda was playing at home?,select Away team score where Home team eq st kilda ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
"What is the production code of the episode before season 8 with a series number less than 31 and aired on September 21, 1995?","select Production code where Season # gt 8 and Series # gt 31 and Original air date eq september 21, 1995 ","['Series #', 'Season #', 'Title', 'Directed by', 'Original air date', 'Production code']"
Wo was the game played where the home team scored 14.12 (96)?,select Venue where Home team score eq 14.12 (96) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Who was the away team when home team scored 18.9 (117)?,select Away team where Home team score eq 18.9 (117) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Which home team scored 18.9 (117) points?,select Home team where Home team score eq 18.9 (117) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What is the smallest number of spectators when the away team was Hawthorn?,select MIN(Crowd) where Away team eq hawthorn ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
How many people attended when the away team was in Richmond?,select SUM(Crowd) where Away team eq richmond ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What was the score when the record was 18–14–4 with a Toivonen decision?,select Score where Decision eq toivonen and Record eq 18–14–4 ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
What is the sum of the attendance for the Calgary home team?,select SUM(Attendance) where Home eq calgary ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
What is the sum of attendance for the Calgary home team?,select SUM(Attendance) where Home eq calgary ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
Was the record when chicago was the visiting team?,select Record where Visitor eq chicago ,"['Date', 'Visitor', 'Score', 'Home', 'Decision', 'Attendance', 'Record']"
"What was the record of the series at the game attended by 17,181 and a loss to Giguere (0–1)?","select Series where Attendance lt 17,181 and Loss eq giguere (0–1) ","['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Series', 'Arena']"
What was the date of the game when the series record was 0–1?,select Date where Series eq 0–1 ,"['Date', 'Opponent', 'Score', 'Loss', 'Attendance', 'Series', 'Arena']"
What team was the away team when the home team scored 10.16 (76)?,select Away team where Home team score eq 10.16 (76) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Which team was the away team when the home team scored 10.16 (76)?,select Away team where Home team score eq 10.16 (76) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What is the sum of the crowd when the away team scored 8.12 (60)?,select SUM(Crowd) where Away team score eq 8.12 (60) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What is the total crowd when the away team scored 8.12 (60)?,select SUM(Crowd) where Away team score eq 8.12 (60) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
How many people are in the crowd when the home team scored 15.20 (110)?,select COUNT(Crowd) where Home team score eq 15.20 (110) ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What was the score for the away team when South Melbourne was the home team?,select Away team score where Home team eq south melbourne ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
What was the score of the 2001 game held at the Network Associates Coliseum?,select Result where Year eq 2001 and Location eq network associates coliseum ,"['Year', 'Date', 'Winner', 'Result', 'Loser', 'Location']"
What region has giuseppe sivori as home venue?,select Region where Home venue eq giuseppe sivori ,"['Name', 'Short name', 'City', 'Region', 'Girone', 'Home venue']"
What city has the nickname of Pontisola?,select City where Short name eq pontisola ,"['Name', 'Short name', 'City', 'Region', 'Girone', 'Home venue']"
What squad plays at the Comunale in darfo boario terme?,select Name where Home venue eq comunale and City eq darfo boario terme ,"['Name', 'Short name', 'City', 'Region', 'Girone', 'Home venue']"
What squad plays at the Comunale in darfo boario term?,select Name where Home venue eq comunale and City eq darfo boario terme ,"['Name', 'Short name', 'City', 'Region', 'Girone', 'Home venue']"
What pick was Scott Glennie from the Western Hockey League,select Pick # where League from eq western hockey league and Player eq scott glennie ,"['Pick #', 'Player', 'Nationality', 'Position', 'League from']"
What was Scott Glennie from the Western Hockey League pick?,select Pick # where League from eq western hockey league and Player eq scott glennie ,"['Pick #', 'Player', 'Nationality', 'Position', 'League from']"
What pick was Scott Glennie of the Western Hockey League,select Pick # where League from eq western hockey league and Player eq scott glennie ,"['Pick #', 'Player', 'Nationality', 'Position', 'League from']"
What player from the United States played in the Western collegiate hockey association?,select Player where Nationality eq united states and League from eq western collegiate hockey association ,"['Pick #', 'Player', 'Nationality', 'Position', 'League from']"
What player from the United States played in the Western College Hockey Association?,select Player where Nationality eq united states and League from eq western collegiate hockey association ,"['Pick #', 'Player', 'Nationality', 'Position', 'League from']"
"Where the time/retired is +1 lap, the constructor is BRM and the grid is above 1, what are the highest laps recorded?",select MAX(Laps) where Time/Retired eq +1 lap and Constructor eq brm and Grid lt 1 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
"Where the time/retired is +1 lap, the constructor is BRM, and the grid is above 1, what are the highest laps recorded?",select MAX(Laps) where Time/Retired eq +1 lap and Constructor eq brm and Grid lt 1 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What is the total number of grid values when the laps driven were under 9 and the time/retired recorded was engine?,select COUNT(Grid) where Laps gt 9 and Time/Retired eq engine ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What is the total number of grid values when the laps driven were under 9 and the time/retired was engine?,select COUNT(Grid) where Laps gt 9 and Time/Retired eq engine ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
Which driver has a grid of three?,select Driver where Grid eq 3 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
"When the laps are 31 and the constructor was Honda, what is the sum of all grid values?",select SUM(Grid) where Constructor eq honda and Laps eq 31 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
"When the laps are 31 and the constructor was Honda, what is the sum of all the grid values?",select SUM(Grid) where Constructor eq honda and Laps eq 31 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What is the sum of all grid values when the laps are 31 and the constructor was Honda?,select SUM(Grid) where Constructor eq honda and Laps eq 31 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What is the chassis for all rounds on entrant Benson and Hedges Jordan driven by Damon Hill?,select Chassis where Rounds eq all and Entrant eq benson and hedges jordan and Driver eq damon hill ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
What is the chassis for all rounds on the entry Benson and Hedges Jordan driven by Damon Hill?,select Chassis where Rounds eq all and Entrant eq benson and hedges jordan and Driver eq damon hill ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
What is the constructor of the driver Alexander Wurz?,select Constructor where Driver eq alexander wurz ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
Who was the driver who had all rounds and a f399 chassis?,select Driver where Rounds eq all and Chassis eq f399 ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
What were the rounds on the Ferrari 048 engine?,select Rounds where Engine † eq ferrari 048 ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
What were the rounds on the Ferrari 048 engine ?,select Rounds where Engine † eq ferrari 048 ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
What were the rounds on the engine  of Ferrari 048?,select Rounds where Engine † eq ferrari 048 ,"['Entrant', 'Constructor', 'Chassis', 'Engine †', 'Tyre', 'Driver', 'Rounds']"
Which semi-final has an event of team?,select Semifinal where Event eq team ,"['Event', '2nd round', 'Quarterfinal', 'Semifinal', 'Final', 'Rank']"
Which semi-final has an event of the team?,select Semifinal where Event eq team ,"['Event', '2nd round', 'Quarterfinal', 'Semifinal', 'Final', 'Rank']"
Which Semifinal has an event of team?,select Semifinal where Event eq team ,"['Event', '2nd round', 'Quarterfinal', 'Semifinal', 'Final', 'Rank']"
Which quarterfinal has a Rank larger than 9?,select Quarterfinal where Rank lt 9 ,"['Event', '2nd round', 'Quarterfinal', 'Semifinal', 'Final', 'Rank']"
Which quarterfinal has a rank larger than 9?,select Quarterfinal where Rank lt 9 ,"['Event', '2nd round', 'Quarterfinal', 'Semifinal', 'Final', 'Rank']"
What is the Pick Number of the DB?,select COUNT(Pick #) where Position eq db ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
What college did the T go to who was picked after 13?,select College where Pick # lt 13 and Position eq t ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
What college went to the T who was picked after 13?,select College where Pick # lt 13 and Position eq t ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
Which CFL team has drafted a pick from Boston College?,select CFL Team where College eq boston college ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
What position was the Saskatchewan player drafted as?,select Position where College eq saskatchewan ,"['Pick #', 'CFL Team', 'Player', 'Position', 'College']"
What is the average grid when the laps are over 53?,select AVG(Grid) where Laps lt 53 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What's the average grid when the laps are over 53?,select AVG(Grid) where Laps lt 53 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
"When the laps are over 53, what is the average grid?",select AVG(Grid) where Laps lt 53 ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What are the average laps driven by david coulthard?,select AVG(Laps) where Driver eq david coulthard ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
What is the average laps driven by david coulthard?,select AVG(Laps) where Driver eq david coulthard ,"['Driver', 'Constructor', 'Laps', 'Time/Retired', 'Grid']"
Who is the opponent in the final when the year is before 1883?,select Opponent in the final where Year gt 1883 ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
Who is the opponent in the final if the year is before 1883?,select Opponent in the final where Year gt 1883 ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
What is the outcome for 1887?,select Outcome where Year eq 1887 ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
What is the outcome for the 1887?,select Outcome where Year eq 1887 ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
What is the outcome when the opponent in the final is William Renshaw after 1882?,select Outcome where Year lt 1882 and Opponent in the final eq william renshaw ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
What is the outcome when the opponent in the final is william renshaw after 1882?,select Outcome where Year lt 1882 and Opponent in the final eq william renshaw ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
"What is the score when the outcome is runner-up, the opponent in the final is herbert lawford and the year is after 1882?",select Score where Year lt 1882 and Outcome eq runner-up and Opponent in the final eq herbert lawford ,"['Outcome', 'Year', 'Tournament', 'Surface', 'Opponent in the final', 'Score']"
"What artist has a mintage of more than 34,135?","select Artist where Mintage lt 34,135 ","['Year', 'Design', 'Issue', 'Artist', 'Mintage', 'Issue Price']"
Which artist was released in 2005?,select Artist where Year eq 2005 ,"['Year', 'Design', 'Issue', 'Artist', 'Mintage', 'Issue Price']"
What is the average year of melbourne?,select AVG(Year) where Team eq melbourne ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
What is the average year in melbourne?,select AVG(Year) where Team eq melbourne ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
For which team did Daniel Bradshaw play after 1935?,select Team where Year lt 1935 and Player eq daniel bradshaw ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
Which team did Daniel Bradshaw play for after 1935?,select Team where Year lt 1935 and Player eq daniel bradshaw ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
Which team did Daniel Bradshaw play after 1935?,select Team where Year lt 1935 and Player eq daniel bradshaw ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
Who played 1992?,select Player where Year eq 1992 ,"['Player', 'Team', 'Opponent', 'Year', 'Score']"
What date was Fitzroy the away team?,select Date where Away team eq fitzroy ,"['Home team', 'Home team score', 'Away team', 'Away team score', 'Venue', 'Crowd', 'Date']"
Name the surface when the partner is Carlos Berlocq,select Surface where Partner eq carlos berlocq ,"['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the surface when the partner is carlos berlocq.,select Surface where Partner eq carlos berlocq ,"['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the date for the clay surface and score of 0–6, 0–6","select Date where Surface eq clay and Score eq 0–6, 0–6 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the date for the clay surface and the score of 0–6, 0–6","select Date where Surface eq clay and Score eq 0–6, 0–6 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the partner with a score of 6–3, 6–2","select Partner where Score eq 6–3, 6–2 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the partner with the score of 6–3, 6–2","select Partner where Score eq 6–3, 6–2 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the tournament for clay surface and result is winner with score is 6–3, 6–2","select Tournament where Surface eq clay and Outcome eq winner and Score eq 6–3, 6–2 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the tournament for clay surface and the result is winner with score is 6–3, 6–2","select Tournament where Surface eq clay and Outcome eq winner and Score eq 6–3, 6–2 ","['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the outcome on 6 October 2013,select Outcome where Date eq 6 october 2013 ,"['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
"Name the outcome on October 6, 2013",select Outcome where Date eq 6 october 2013 ,"['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
Name the outcome on 6 October 2013.,select Outcome where Date eq 6 october 2013 ,"['Outcome', 'Date', 'Tournament', 'Surface', 'Partner', 'Opponents', 'Score']"
What is the song with more than 9 points and 44 (11) jury points (points)?,select Song where Total Points lt 9 and Jury (Points) eq 44 (11) ,"['Draw', 'Song', 'Artist', 'Jury (Points)', 'Televotes (Points)', 'Total Points', 'Place']"
Who is the artist with 2153 (5) televotes ( points)?,select Artist where Televotes (Points) eq 2153 (5) ,"['Draw', 'Song', 'Artist', 'Jury (Points)', 'Televotes (Points)', 'Total Points', 'Place']"
What is the lowest total points that Karine Trécy has with less than 4 draws?,select MIN(Total Points) where Draw gt 4 and Artist eq karine trécy ,"['Draw', 'Song', 'Artist', 'Jury (Points)', 'Televotes (Points)', 'Total Points', 'Place']"
What is the lowest total points Karine Trécy has with a place less than 12?,select MIN(Total Points) where Artist eq karine trécy and Place gt 12 ,"['Draw', 'Song', 'Artist', 'Jury (Points)', 'Televotes (Points)', 'Total Points', 'Place']"
"What is the average rating of viewers 18 to 49, where the total viewer count is 3.93 million and share is less than 4?",select AVG(18–49) where Viewers (m) eq 3.93 and Share gt 4 ,"['Episode', 'Air Date', 'Timeslot (EST)', 'Season', 'Rating', 'Share', '18–49', 'Viewers (m)', 'Rank (#)']"
"What is the average rating of viewers 18 to 49, where the total viewer count is 3.93 million and the share is less than 4?",select AVG(18–49) where Viewers (m) eq 3.93 and Share gt 4 ,"['Episode', 'Air Date', 'Timeslot (EST)', 'Season', 'Rating', 'Share', '18–49', 'Viewers (m)', 'Rank (#)']"
"What is the total number of ratings among the 18 to 49 group aired on January 7, 2009?","select COUNT(18–49) where Air Date eq january 7, 2009 ","['Episode', 'Air Date', 'Timeslot (EST)', 'Season', 'Rating', 'Share', '18–49', 'Viewers (m)', 'Rank (#)']"
"What is the total number of ratings among the group of 18 to 49 that was aired on January 7, 2009?","select COUNT(18–49) where Air Date eq january 7, 2009 ","['Episode', 'Air Date', 'Timeslot (EST)', 'Season', 'Rating', 'Share', '18–49', 'Viewers (m)', 'Rank (#)']"
